,vacancies,company,post_time,job,location,month_salary,year_salary,year-end_salary,bonus,dividends,other,mood,frequency_overtime,average_day,seniority,total_seniority,work_content,advise_content
4740,RDPC 研發製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.15,全職,新北,,,,,,,有苦說不出,常常加班,12 hr,1,1,真的不要被研發兩個字...,可以進來體驗，但是會...
4741,模組副工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.14,全職,臺南,,,,,,,有苦說不出,常常加班,10 hr,1,1,工作項目：pm機台，...,如果缺錢可以來，但基...
4742,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.22,全職,新竹,,,,,,,有苦說不出,偶爾加班,10 hr,1,7,每天早上開課內晨會，...,鍛鍊精神意志力的地方...
4743,技術員,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.18,全職,臺南,,,,,,,平常心,偶爾加班,10 hr,2,2,"本人為品檢技術員
因...",我訓練員說過句有錢就...
4744,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.14,全職,臺南,,,,,,,有苦說不出,常常加班,14 hr,1,1,工作內容:解hold...,現在新人進來有NTC...
4745,助理工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.13,全職,臺南,,,,,,,還算愉快,偶爾加班,10 hr,5,10,工作期間是2010到...,台積電的薪水基本上算...
4746,工安助理工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.12,全職,臺南,,,,,,,有苦說不出,常常加班,13 hr,1,4,輪班 做二休二 兩個...,進入台積要維持一個原...
4747,MAE,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.09,全職,臺南,,,,,,,平常心,常常加班,12 hr,1,2,剛進去會有新人培訓課...,總結如果你對機械方面...
4748,校園招募代表,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.07,實習,高雄,,,,,,,還算愉快,很少加班,4 hr,1,1,主要是跟學校進行合作...,建議在老闆下指示時再...
4749,CMP設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.01,全職,臺中,,,,,,,有苦說不出,賣肝拼經濟,12 hr,1,5,我入職剛好有跟到NT...,目前考績一年打一次，...
4750,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.28,全職,臺南,,,,,,,有苦說不出,賣肝拼經濟,12 hr,1,1,需輪班，值班的部分包...,"步調節奏快
需要有強..."
4751,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.24,全職,新竹,,,,,,,有苦說不出,常常加班,10 hr,1,1,前兩個月到台中NTC...,交接會議基本上一定超...
4752,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.23,全職,臺中,,,,,,,有苦說不出,賣肝拼經濟,10 hr,8,8,公司環境很好 (伙食...,社會新鮮人如果你覺得...
4753,助理工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.22,全職,臺南,,,,,,,想換工作了,準時上下班,12 hr,1,1,六廠EBO光罩作業員...,"我在六廠作業
職前訓..."
4754,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.17,全職,臺南,,,,,,,想換工作了,賣肝拼經濟,13 hr,1,1,產線上的工作，製程上...,真的真的很缺錢的話再...
4755,RDPC 研發製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.15,全職,新北,,,,,,,有苦說不出,常常加班,12 hr,1,1,真的不要被研發兩個字...,可以進來體驗，但是會...
4756,模組副工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.14,全職,臺南,,,,,,,有苦說不出,常常加班,10 hr,1,1,工作項目：pm機台，...,如果缺錢可以來，但基...
4757,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.22,全職,新竹,,,,,,,有苦說不出,偶爾加班,10 hr,1,7,每天早上開課內晨會，...,鍛鍊精神意志力的地方...
4758,技術員,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.18,全職,臺南,,,,,,,平常心,偶爾加班,10 hr,2,2,"本人為品檢技術員
因...",我訓練員說過句有錢就...
4759,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.14,全職,臺南,,,,,,,有苦說不出,常常加班,14 hr,1,1,工作內容:解hold...,現在新人進來有NTC...
4760,助理工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.13,全職,臺南,,,,,,,還算愉快,偶爾加班,10 hr,5,10,工作期間是2010到...,台積電的薪水基本上算...
4761,工安助理工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.12,全職,臺南,,,,,,,有苦說不出,常常加班,13 hr,1,4,輪班 做二休二 兩個...,進入台積要維持一個原...
4762,MAE,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.09,全職,臺南,,,,,,,平常心,常常加班,12 hr,1,2,剛進去會有新人培訓課...,總結如果你對機械方面...
4763,校園招募代表,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.07,實習,高雄,,,,,,,還算愉快,很少加班,4 hr,1,1,主要是跟學校進行合作...,建議在老闆下指示時再...
4764,CMP設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.01,全職,臺中,,,,,,,有苦說不出,賣肝拼經濟,12 hr,1,5,我入職剛好有跟到NT...,目前考績一年打一次，...
4765,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.28,全職,臺南,,,,,,,有苦說不出,賣肝拼經濟,12 hr,1,1,需輪班，值班的部分包...,"步調節奏快
需要有強..."
4766,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.24,全職,新竹,,,,,,,有苦說不出,常常加班,10 hr,1,1,前兩個月到台中NTC...,交接會議基本上一定超...
4767,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.23,全職,臺中,,,,,,,有苦說不出,賣肝拼經濟,10 hr,8,8,公司環境很好 (伙食...,社會新鮮人如果你覺得...
4768,助理工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.22,全職,臺南,,,,,,,想換工作了,準時上下班,12 hr,1,1,六廠EBO光罩作業員...,"我在六廠作業
職前訓..."
4769,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.17,全職,臺南,,,,,,,想換工作了,賣肝拼經濟,13 hr,1,1,產線上的工作，製程上...,真的真的很缺錢的話再...
4770,RDPC 研發製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.15,全職,新北,,,,,,,有苦說不出,常常加班,12 hr,1,1,真的不要被研發兩個字...,可以進來體驗，但是會...
4771,模組副工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.14,全職,臺南,,,,,,,有苦說不出,常常加班,10 hr,1,1,工作項目：pm機台，...,如果缺錢可以來，但基...
4772,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.22,全職,新竹,,,,,,,有苦說不出,偶爾加班,10 hr,1,7,每天早上開課內晨會，...,鍛鍊精神意志力的地方...
4773,技術員,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.18,全職,臺南,,,,,,,平常心,偶爾加班,10 hr,2,2,"本人為品檢技術員
因...",我訓練員說過句有錢就...
4774,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.14,全職,臺南,,,,,,,有苦說不出,常常加班,14 hr,1,1,工作內容:解hold...,現在新人進來有NTC...
4775,助理工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.13,全職,臺南,,,,,,,還算愉快,偶爾加班,10 hr,5,10,工作期間是2010到...,台積電的薪水基本上算...
4776,工安助理工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.12,全職,臺南,,,,,,,有苦說不出,常常加班,13 hr,1,4,輪班 做二休二 兩個...,進入台積要維持一個原...
4777,MAE,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.09,全職,臺南,,,,,,,平常心,常常加班,12 hr,1,2,剛進去會有新人培訓課...,總結如果你對機械方面...
4778,校園招募代表,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.07,實習,高雄,,,,,,,還算愉快,很少加班,4 hr,1,1,主要是跟學校進行合作...,建議在老闆下指示時再...
4779,CMP設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.01,全職,臺中,,,,,,,有苦說不出,賣肝拼經濟,12 hr,1,5,我入職剛好有跟到NT...,目前考績一年打一次，...
4780,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.28,全職,臺南,,,,,,,有苦說不出,賣肝拼經濟,12 hr,1,1,需輪班，值班的部分包...,"步調節奏快
需要有強..."
4781,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.24,全職,新竹,,,,,,,有苦說不出,常常加班,10 hr,1,1,前兩個月到台中NTC...,交接會議基本上一定超...
4782,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.23,全職,臺中,,,,,,,有苦說不出,賣肝拼經濟,10 hr,8,8,公司環境很好 (伙食...,社會新鮮人如果你覺得...
4783,助理工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.22,全職,臺南,,,,,,,想換工作了,準時上下班,12 hr,1,1,六廠EBO光罩作業員...,"我在六廠作業
職前訓..."
4784,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.17,全職,臺南,,,,,,,想換工作了,賣肝拼經濟,13 hr,1,1,產線上的工作，製程上...,真的真的很缺錢的話再...
4785,RDPC 研發製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.15,全職,新北,,,,,,,有苦說不出,常常加班,12 hr,1,1,真的不要被研發兩個字...,可以進來體驗，但是會...
4786,模組副工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.14,全職,臺南,,,,,,,有苦說不出,常常加班,10 hr,1,1,工作項目：pm機台，...,如果缺錢可以來，但基...
4787,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.22,全職,新竹,,,,,,,有苦說不出,偶爾加班,10 hr,1,7,每天早上開課內晨會，...,鍛鍊精神意志力的地方...
4788,技術員,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.18,全職,臺南,,,,,,,平常心,偶爾加班,10 hr,2,2,"本人為品檢技術員
因...",我訓練員說過句有錢就...
4789,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.14,全職,臺南,,,,,,,有苦說不出,常常加班,14 hr,1,1,工作內容:解hold...,現在新人進來有NTC...
4790,助理工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.13,全職,臺南,,,,,,,還算愉快,偶爾加班,10 hr,5,10,工作期間是2010到...,台積電的薪水基本上算...
4791,工安助理工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.12,全職,臺南,,,,,,,有苦說不出,常常加班,13 hr,1,4,輪班 做二休二 兩個...,進入台積要維持一個原...
4792,MAE,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.09,全職,臺南,,,,,,,平常心,常常加班,12 hr,1,2,剛進去會有新人培訓課...,總結如果你對機械方面...
4793,校園招募代表,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.07,實習,高雄,,,,,,,還算愉快,很少加班,4 hr,1,1,主要是跟學校進行合作...,建議在老闆下指示時再...
4794,CMP設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.01,全職,臺中,,,,,,,有苦說不出,賣肝拼經濟,12 hr,1,5,我入職剛好有跟到NT...,目前考績一年打一次，...
4795,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.28,全職,臺南,,,,,,,有苦說不出,賣肝拼經濟,12 hr,1,1,需輪班，值班的部分包...,"步調節奏快
需要有強..."
4796,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.24,全職,新竹,,,,,,,有苦說不出,常常加班,10 hr,1,1,前兩個月到台中NTC...,交接會議基本上一定超...
4797,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.23,全職,臺中,,,,,,,有苦說不出,賣肝拼經濟,10 hr,8,8,公司環境很好 (伙食...,社會新鮮人如果你覺得...
4798,助理工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.22,全職,臺南,,,,,,,想換工作了,準時上下班,12 hr,1,1,六廠EBO光罩作業員...,"我在六廠作業
職前訓..."
4799,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.17,全職,臺南,,,,,,,想換工作了,賣肝拼經濟,13 hr,1,1,產線上的工作，製程上...,真的真的很缺錢的話再...
4800,RDPC 研發製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.15,全職,新北,,,,,,,有苦說不出,常常加班,12 hr,1,1,真的不要被研發兩個字...,可以進來體驗，但是會...
4801,模組副工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.14,全職,臺南,,,,,,,有苦說不出,常常加班,10 hr,1,1,工作項目：pm機台，...,如果缺錢可以來，但基...
4802,設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.22,全職,新竹,,,,,,,有苦說不出,偶爾加班,10 hr,1,7,每天早上開課內晨會，...,鍛鍊精神意志力的地方...
4803,技術員,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.18,全職,臺南,,,,,,,平常心,偶爾加班,10 hr,2,2,"本人為品檢技術員
因...",我訓練員說過句有錢就...
4804,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.14,全職,臺南,,,,,,,有苦說不出,常常加班,14 hr,1,1,工作內容:解hold...,現在新人進來有NTC...
4805,助理工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.13,全職,臺南,,,,,,,還算愉快,偶爾加班,10 hr,5,10,工作期間是2010到...,台積電的薪水基本上算...
4806,工安助理工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.12,全職,臺南,,,,,,,有苦說不出,常常加班,13 hr,1,4,輪班 做二休二 兩個...,進入台積要維持一個原...
4807,MAE,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.09,全職,臺南,,,,,,,平常心,常常加班,12 hr,1,2,剛進去會有新人培訓課...,總結如果你對機械方面...
4808,校園招募代表,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.07,實習,高雄,,,,,,,還算愉快,很少加班,4 hr,1,1,主要是跟學校進行合作...,建議在老闆下指示時再...
4809,CMP設備工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.04.01,全職,臺中,,,,,,,有苦說不出,賣肝拼經濟,12 hr,1,5,我入職剛好有跟到NT...,目前考績一年打一次，...
4810,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.28,全職,臺南,,,,,,,有苦說不出,賣肝拼經濟,12 hr,1,1,需輪班，值班的部分包...,"步調節奏快
需要有強..."
4811,製程工程師,TSMC_台灣積體電路製造股份有限公司（台積電）,2023.03.24,全職,新竹,,,,,,,有苦說不出,常常加班,10 hr,1,1,前兩個月到台中NTC...,交接會議基本上一定超...
